<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.14	13:00:00	153.926	153.950	153.530	153.604	5653	0	1
2022.03.14	14:00:00	153.604	154.188	153.604	154.060	7081	0	0
2022.03.14	15:00:00	154.060	154.141	153.904	153.979	8772	0	0
2022.03.14	16:00:00	153.979	154.062	153.893	154.054	8500	0	0
2022.03.14	17:00:00	154.058	154.084	153.856	153.953	7007	0	1
2022.03.14	18:00:00	153.953	154.124	153.750	153.753	7413	0	1
2022.03.14	19:00:00	153.754	153.802	153.612	153.678	5906	0	1
2022.03.14	20:00:00	153.677	153.723	153.601	153.721	4270	0	1
2022.03.14	21:00:00	153.721	153.795	153.583	153.662	5210	0	5
2022.03.14	22:00:00	153.660	153.722	153.620	153.649	3339	0	2
2022.03.14	23:00:00	153.651	153.714	153.558	153.680	1821	0	25
2022.03.15	00:00:00	153.669	153.852	153.656	153.848	1924	0	16
2022.03.15	01:00:00	153.849	153.871	153.789	153.800	2125	0	12
2022.03.15	02:00:00	153.800	153.899	153.732	153.784	4577	0	2
2022.03.15	03:00:00	153.783	154.039	153.783	153.906	5785	0	2
2022.03.15	04:00:00	153.905	154.153	153.871	154.081	5618	0	1
2022.03.15	05:00:00	154.078	154.386	154.001	154.371	3649	0	4
2022.03.15	06:00:00	154.371	154.409	154.296	154.348	2713	0	3
2022.03.15	07:00:00	154.348	154.490	154.290	154.384	3343	0	3
2022.03.15	08:00:00	154.387	154.389	154.117	154.203	3983	0	3
2022.03.15	09:00:00	154.203	154.262	153.540	153.754	10338	0	1
2022.03.15	10:00:00	153.753	153.893	153.220	153.494	8915	0	0
2022.03.15	11:00:00	153.494	153.972	153.471	153.848	6939	0	2
2022.03.15	12:00:00	153.848	153.908	153.728	153.823	5337	0	1
2022.03.15	13:00:00	153.821	154.131	153.821	153.864	5640	0	0
2022.03.15	14:00:00	153.866	154.224	153.817	154.193	7834	0	0
2022.03.15	15:00:00	154.196	154.321	154.040	154.105	9495	0	0
2022.03.15	16:00:00	154.104	154.457	154.084	154.391	8434	0	0
2022.03.15	17:00:00	154.393	154.690	154.306	154.444	9851	0	0
2022.03.15	18:00:00	154.444	154.519	154.243	154.386	10826	0	0
2022.03.15	19:00:00	154.389	154.467	154.242	154.333	4745	0	0
2022.03.15	20:00:00	154.333	154.351	154.112	154.191	5493	0	0
2022.03.15	21:00:00	154.196	154.344	154.147	154.344	6333	0	3
2022.03.15	22:00:00	154.342	154.346	154.209	154.266	3642	0	0
2022.03.15	23:00:00	154.241	154.343	154.177	154.227	902	0	22
2022.03.16	00:00:00	154.231	154.377	154.200	154.313	1303	0	15
2022.03.16	01:00:00	154.311	154.339	154.234	154.321	2282	0	16
2022.03.16	02:00:00	154.322	154.445	154.318	154.392	4944	0	5
2022.03.16	03:00:00	154.393	154.413	154.287	154.373	7766	0	0
2022.03.16	04:00:00	154.373	154.410	154.279	154.281	3172	0	4
2022.03.16	05:00:00	154.281	154.396	154.272	154.316	3914	0	1
2022.03.16	06:00:00	154.316	154.329	154.246	154.288	1637	0	3
2022.03.16	07:00:00	154.290	154.437	154.270	154.390	2302	0	4
2022.03.16	08:00:00	154.389	154.466	154.333	154.424	3612	0	6
2022.03.16	09:00:00	154.426	154.471	154.250	154.344	5119	0	2
2022.03.16	10:00:00	154.343	154.639	154.296	154.505	8966	0	0
2022.03.16	11:00:00	154.504	154.662	154.477	154.532	5772	0	4
2022.03.16	12:00:00	154.532	154.668	154.462	154.474	7473	0	0
2022.03.16	13:00:00	154.473	154.907	154.437	154.814	6030	0	1
2022.03.16	14:00:00	154.812	154.921	154.743	154.896	6888	0	0
2022.03.16	15:00:00	154.896	154.939	154.724	154.778	7274	0	0
2022.03.16	16:00:00	154.780	155.162	154.639	155.134	13800	0	0
2022.03.16	17:00:00	155.136	155.357	154.957	155.167	9930	0	0
2022.03.16	18:00:00	155.167	155.496	155.127	155.479	6593	0	1
2022.03.16	19:00:00	155.477	155.477	155.207	155.231	7001	0	0
2022.03.16	20:00:00	155.231	155.715	155.190	155.623	19200	0	0
2022.03.16	21:00:00	155.624	156.065	155.593	156.006	11190	0	3
2022.03.16	22:00:00	156.006	156.142	155.913	156.099	3644	0	1
2022.03.16	23:00:00	156.104	156.170	155.985	156.118	5285	0	25
2022.03.17	00:00:00	156.100	156.277	156.036	156.051	3315	0	17
2022.03.17	01:00:00	156.050	156.232	156.048	156.184	2253	0	11
2022.03.17	02:00:00	156.183	156.567	156.161	156.436	6774	0	1
2022.03.17	03:00:00	156.436	156.463	155.972	156.057	7281	0	4
2022.03.17	04:00:00	156.060	156.326	156.044	156.282	4554	0	4
2022.03.17	05:00:00	156.279	156.279	156.022	156.143	4834	0	3
2022.03.17	06:00:00	156.145	156.324	156.106	156.236	4051	0	4
2022.03.17	07:00:00	156.236	156.314	156.191	156.297	4006	0	5
2022.03.17	08:00:00	156.295	156.447	156.206	156.430	4027	0	4
2022.03.17	09:00:00	156.430	156.607	156.363	156.409	4540	0	1
2022.03.17	10:00:00	156.409	156.598	156.363	156.404	6551	0	0
2022.03.17	11:00:00	156.379	156.467	156.254	156.265	4437	0	1
2022.03.17	12:00:00	156.265	156.383	155.981	156.356	8312	0	0
2022.03.17	13:00:00	156.356	156.706	156.328	156.624	4001	0	0
2022.03.17	14:00:00	156.619	156.619	155.456	155.598	10758	0	0
2022.03.17	15:00:00	155.599	155.797	155.523	155.761	7743	0	0
2022.03.17	16:00:00	155.763	155.811	155.545	155.761	8552	0	1
2022.03.17	17:00:00	155.761	155.936	155.639	155.831	8067	0	1
2022.03.17	18:00:00	155.834	155.989	155.728	155.945	4985	0	1
2022.03.17	19:00:00	155.945	156.019	155.861	156.015	5004	0	1
2022.03.17	20:00:00	156.016	156.054	155.940	155.975	3941	0	4
2022.03.17	21:00:00	155.977	156.058	155.889	156.056	3212	0	1
2022.03.17	22:00:00	156.057	156.094	155.905	155.925	2689	0	3
2022.03.17	23:00:00	155.924	155.994	155.912	155.962	560	0	17
2022.03.18	00:00:00	155.951	155.985	155.863	155.901	2104	0	19
2022.03.18	01:00:00	155.901	155.995	155.852	155.907	1713	0	15
2022.03.18	02:00:00	155.907	156.320	155.886	156.211	5120	0	2
2022.03.18	03:00:00	156.207	156.289	156.178	156.237	4102	0	1
2022.03.18	04:00:00	156.237	156.302	156.184	156.235	2642	0	4
2022.03.18	05:00:00	156.235	156.299	156.170	156.297	2895	0	1
2022.03.18	06:00:00	156.295	156.313	156.218	156.228	1999	0	8
2022.03.18	07:00:00	156.227	156.344	156.215	156.317	2193	0	3
2022.03.18	08:00:00	156.319	156.482	156.316	156.415	3182	0	5
2022.03.18	09:00:00	156.414	156.554	156.244	156.365	6079	0	0
2022.03.18	10:00:00	156.366	156.407	156.025	156.281	5106	0	1
2022.03.18	11:00:00	156.281	156.306	156.137	156.256	4996	0	0
2022.03.18	12:00:00	156.256	156.465	156.250	156.324	5390	0	0
2022.03.18	13:00:00	156.324	156.372	156.196	156.289	4113	0	0
2022.03.18	14:00:00	156.284	156.514	156.278	156.432	5136	0	0
2022.03.18	15:00:00	156.432	156.599	156.375	156.527	8197	0	1
2022.03.18	16:00:00	156.527	156.850	156.509	156.760	8093	0	1
2022.03.18	17:00:00	156.760	157.014	156.730	156.969	8635	0	0
2022.03.18	18:00:00	156.968	157.138	156.904	157.130	6333	0	0
2022.03.18	19:00:00	157.130	157.222	156.966	157.155	4562	0	3
2022.03.18	20:00:00	157.155	157.161	156.968	157.089	4693	0	4
2022.03.18	21:00:00	157.089	157.103	156.969	157.024	3646	0	5
2022.03.18	22:00:00	157.024	157.075	156.977	156.996	2506	0	12
2022.03.21	00:00:00	156.857	157.127	156.811	157.071	669	0	16
2022.03.21	01:00:00	157.083	157.089	156.924	156.938	1361	0	18
2022.03.21	02:00:00	156.934	156.957	156.777	156.879	1589	0	9
2022.03.21	03:00:00	156.881	156.990	156.857	156.925	1423	0	7
2022.03.21	04:00:00	156.926	156.930	156.783	156.873	1407	0	11
2022.03.21	05:00:00	156.874	156.906	156.816	156.829	664	0	10
2022.03.21	06:00:00	156.826	156.868	156.786	156.841	659	0	7
2022.03.21	07:00:00	156.848	156.919	156.797	156.897	877	0	4
2022.03.21	08:00:00	156.895	156.955	156.801	156.822	886	0	4
2022.03.21	09:00:00	156.820	156.960	156.732	156.792	2548	0	11
2022.03.21	10:00:00	156.790	156.989	156.744	156.747	5040	0	0
2022.03.21	11:00:00	156.748	156.889	156.663	156.808	5549	0	0
2022.03.21	12:00:00	156.805	156.805	156.590	156.598	4350	0	0
2022.03.21	13:00:00	156.599	156.631	156.371	156.606	5654	0	1
2022.03.21	14:00:00	156.605	156.860	156.587	156.809	5246	0	0
2022.03.21	15:00:00	156.810	157.171	156.806	156.979	6525	0	0
2022.03.21	16:00:00	156.979	157.247	156.960	157.237	7522	0	0
2022.03.21	17:00:00	157.237	157.401	157.193	157.288	6111	0	0
2022.03.21	18:00:00	157.287	157.495	157.222	157.405	8628	0	0
2022.03.21	19:00:00	157.405	157.506	157.252	157.288	8086	0	0
2022.03.21	20:00:00	157.290	157.297	157.143	157.221	5265	0	0
2022.03.21	21:00:00	157.222	157.285	157.164	157.285	5821	0	2
2022.03.21	22:00:00	157.284	157.332	157.214	157.316	2815	0	7
2022.03.21	23:00:00	157.316	157.325	157.178	157.267	322	0	25
2022.03.22	00:00:00	157.240	157.313	157.239	157.305	1367	0	21
2022.03.22	01:00:00	157.305	157.509	157.299	157.485	1520	0	13
2022.03.22	02:00:00	157.485	157.780	157.461	157.576	5697	0	2
2022.03.22	03:00:00	157.577	157.696	157.505	157.526	5224	0	3
2022.03.22	04:00:00	157.526	157.677	157.526	157.658	3206	0	1
2022.03.22	05:00:00	157.656	157.714	157.601	157.703	3882	0	4
2022.03.22	06:00:00	157.703	158.147	157.691	158.109	5198	0	5
2022.03.22	07:00:00	158.109	158.162	157.912	157.946	4572	0	2
2022.03.22	08:00:00	157.943	158.123	157.882	158.086	4556	0	3
2022.03.22	09:00:00	158.086	158.307	158.046	158.283	4696	0	2
2022.03.22	10:00:00	158.283	158.841	158.195	158.725	7856	0	0
2022.03.22	11:00:00	158.726	159.394	158.698	159.322	7828	0	1
2022.03.22	12:00:00	159.323	159.727	159.258	159.686	7537	0	1
2022.03.22	13:00:00	159.687	159.813	159.273	159.684	8223	0	1
2022.03.22	14:00:00	159.685	160.074	159.354	159.526	10079	0	1
2022.03.22	15:00:00	159.525	160.034	159.506	160.023	10630	0	2
2022.03.22	16:00:00	160.023	160.176	159.932	160.020	9078	0	0
2022.03.22	17:00:00	160.021	160.077	159.756	159.985	8867	0	0
2022.03.22	18:00:00	159.985	159.997	159.725	159.928	7077	0	1
2022.03.22	19:00:00	159.928	160.112	159.879	160.098	5120	0	1
2022.03.22	20:00:00	160.097	160.137	159.952	160.006	4409	0	2
2022.03.22	21:00:00	160.006	160.151	159.949	160.124	4309	0	3
2022.03.22	22:00:00	160.124	160.242	160.100	160.183	1701	0	0
2022.03.22	23:00:00	160.183	160.301	160.072	160.208	2707	0	25
2022.03.23	00:00:00	160.197	160.904	160.128	160.819	3324	0	8
2022.03.23	01:00:00	160.820	161.018	160.615	160.964	4164	0	7
2022.03.23	02:00:00	160.964	160.976	160.693	160.729	6146	0	2
2022.03.23	03:00:00	160.729	160.933	160.387	160.901	5572	0	3
2022.03.23	04:00:00	160.902	161.097	160.684	160.830	5091	0	3
2022.03.23	05:00:00	160.830	160.899	160.750	160.852	3528	0	4
2022.03.23	06:00:00	160.852	160.935	160.765	160.777	3036	0	0
2022.03.23	07:00:00	160.777	160.874	160.740	160.807	3348	0	0
2022.03.23	08:00:00	160.808	160.890	160.755	160.830	2997	0	2
2022.03.23	09:00:00	160.828	160.935	160.464	160.532	4330	0	5
2022.03.23	10:00:00	160.533	160.581	159.793	159.861	7054	0	0
2022.03.23	11:00:00	159.861	160.289	159.825	160.050	6303	0	0
2022.03.23	12:00:00	160.050	160.113	159.876	159.933	5677	0	0
2022.03.23	13:00:00	159.933	159.976	159.498	159.541	7414	0	0
2022.03.23	14:00:00	159.540	159.638	159.033	159.278	8600	0	0
2022.03.23	15:00:00	159.278	159.436	159.045	159.076	8334	0	0
2022.03.23	16:00:00	159.079	159.730	159.058	159.624	8245	0	0
2022.03.23	17:00:00	159.622	159.956	159.593	159.899	6917	0	0
2022.03.23	18:00:00	159.901	159.931	159.753	159.833	4346	0	0
2022.03.23	19:00:00	159.833	159.903	159.765	159.892	4613	0	2
2022.03.23	20:00:00	159.892	159.987	159.812	159.948	2855	0	0
2022.03.23	21:00:00	159.962	160.039	159.910	159.987	3048	0	1
2022.03.23	22:00:00	159.997	160.024	159.909	159.962	1814	0	3
2022.03.23	23:00:00	159.969	159.989	159.892	159.916	580	0	25
2022.03.24	00:00:00	159.894	159.944	159.762	159.826	1425	0	15
2022.03.24	01:00:00	159.825	159.992	159.802	159.936	1599	0	11
2022.03.24	02:00:00	159.936	160.122	159.654	159.680	6277	0	3
2022.03.24	03:00:00	159.679	159.979	159.585	159.903	6729	0	3
2022.03.24	04:00:00	159.903	159.958	159.799	159.897	4036	0	0
2022.03.24	05:00:00	159.897	159.948	159.848	159.922	2768	0	0
2022.03.24	06:00:00	159.920	159.963	159.822	159.897	2336	0	3
2022.03.24	07:00:00	159.897	160.146	159.839	160.101	4218	0	1
2022.03.24	08:00:00	160.101	160.412	160.042	160.360	5087	0	2
2022.03.24	09:00:00	160.363	160.682	160.317	160.333	6462	0	2
2022.03.24	10:00:00	160.333	160.432	159.985	160.060	8825	0	2
2022.03.24	11:00:00	160.060	160.334	160.027	160.298	6367	0	0
2022.03.24	12:00:00	160.301	160.544	160.246	160.521	6266	0	0
2022.03.24	13:00:00	160.521	160.727	160.220	160.509	6580	0	0
2022.03.24	14:00:00	160.509	160.645	160.414	160.560	7461	0	3
2022.03.24	15:00:00	160.561	160.844	160.460	160.764	10911	0	0
2022.03.24	16:00:00	160.763	160.898	160.454	160.842	9973	0	0
2022.03.24	17:00:00	160.842	161.019	160.728	160.909	9553	0	1
2022.03.24	18:00:00	160.909	161.345	160.859	161.277	7478	0	1
2022.03.24	19:00:00	161.277	161.289	161.070	161.077	4901	0	3
2022.03.24	20:00:00	161.076	161.201	161.062	161.139	4219	0	0
2022.03.24	21:00:00	161.137	161.350	161.096	161.340	3261	0	6
2022.03.24	22:00:00	161.341	161.406	161.245	161.340	2231	0	0
2022.03.24	23:00:00	161.343	161.424	161.188	161.316	717	0	25
2022.03.25	00:00:00	161.285	161.447	161.230	161.423	2149	0	20
2022.03.25	01:00:00	161.423	161.494	161.348	161.427	1895	0	3
2022.03.25	02:00:00	161.426	161.433	160.861	160.975	7535	0	0
2022.03.25	03:00:00	160.975	161.123	160.614	161.104	9730	0	0
2022.03.25	04:00:00	161.105	161.105	160.786	160.861	5259	0	7
2022.03.25	05:00:00	160.861	160.908	160.478	160.584	5227	0	3
2022.03.25	06:00:00	160.583	160.632	160.161	160.597	7214	0	0
2022.03.25	07:00:00	160.597	160.886	160.509	160.868	4254	0	4
2022.03.25	08:00:00	160.868	161.109	160.844	160.906	4092	0	1
2022.03.25	09:00:00	160.907	160.924	160.548	160.567	5833	0	2
2022.03.25	10:00:00	160.568	160.646	159.910	159.931	7924	0	4
2022.03.25	11:00:00	159.931	160.294	159.848	160.114	7196	0	0
2022.03.25	12:00:00	160.115	160.546	160.021	160.546	4757	0	1
2022.03.25	13:00:00	160.546	160.640	160.281	160.567	5116	0	1
2022.03.25	14:00:00	160.567	160.806	160.498	160.655	5497	0	0
2022.03.25	15:00:00	160.657	161.223	160.633	161.074	11359	0	0
2022.03.25	16:00:00	161.084	161.275	160.961	161.167	10346	0	2
2022.03.25	17:00:00	161.166	161.175	160.660	160.924	10968	0	0
2022.03.25	18:00:00	160.923	161.046	160.849	160.947	7140	0	2
2022.03.25	19:00:00	160.947	161.103	160.774	161.101	5879	0	5
2022.03.25	20:00:00	161.103	161.147	160.965	161.007	5701	0	4
2022.03.25	21:00:00	161.007	161.112	160.963	161.111	3008	0	9
2022.03.25	22:00:00	161.111	161.135	160.930	160.955	1488	0	15
2022.03.28	00:00:00	160.679	160.927	160.675	160.834	495	0	65
2022.03.28	01:00:00	160.857	161.087	160.857	161.048	1497	0	12
2022.03.28	02:00:00	161.044	161.167	160.968	161.062	1983	0	0
2022.03.28	03:00:00	161.061	161.114	160.763	160.834	6263	0	2
2022.03.28	04:00:00	160.832	161.845	160.798	161.837	11047	0	0
2022.03.28	05:00:00	161.837	162.001	161.456	161.682	7514	0	0
2022.03.28	06:00:00	161.682	161.952	161.654	161.895	5103	0	5
2022.03.28	07:00:00	161.896	161.935	161.733	161.767	5265	0	2
2022.03.28	08:00:00	161.767	161.937	161.748	161.893	4570	0	0
2022.03.28	09:00:00	161.891	162.264	161.587	162.253	7065	0	0
2022.03.28	10:00:00	162.255	162.996	162.210	162.909	10825	0	0
2022.03.28	11:00:00	162.909	164.634	162.762	164.119	15186	0	0
2022.03.28	12:00:00	164.119	164.132	162.947	163.207	12153	0	0
2022.03.28	13:00:00	163.211	163.599	162.547	163.483	12124	0	1
2022.03.28	14:00:00	163.469	163.475	162.535	162.682	11131	0	3
2022.03.28	15:00:00	162.683	162.753	161.645	161.992	14609	0	0
2022.03.28	16:00:00	161.993	162.264	161.748	161.975	14408	0	0
2022.03.28	17:00:00	161.974	161.974	161.270	161.626	13976	0	1
2022.03.28	18:00:00	161.629	161.679	161.297	161.374	10367	0	0
2022.03.28	19:00:00	161.379	161.595	161.203	161.526	7388	0	1
2022.03.28	20:00:00	161.526	161.604	161.439	161.593	4438	0	4
2022.03.28	21:00:00	161.591	161.919	161.545	161.817	5766	0	5
2022.03.28	22:00:00	161.818	162.157	161.781	162.139	5283	0	7
2022.03.28	23:00:00	162.141	162.276	162.118	162.210	1851	0	8
2022.03.29	00:00:00	162.210	162.210	161.783	162.166	834	0	46
2022.03.29	01:00:00	162.167	162.717	162.054	162.614	2237	0	13
2022.03.29	02:00:00	162.616	162.616	161.869	161.906	3994	0	8
2022.03.29	03:00:00	161.906	162.572	161.502	162.367	12720	0	3
2022.03.29	04:00:00	162.365	162.425	161.846	162.070	10229	0	7
2022.03.29	05:00:00	162.069	162.168	161.459	161.585	5977	0	12
2022.03.29	06:00:00	161.584	161.748	161.214	161.307	7807	0	5
2022.03.29	07:00:00	161.307	161.643	161.301	161.516	6551	0	4
2022.03.29	08:00:00	161.516	161.926	161.474	161.842	6649	0	7
2022.03.29	09:00:00	161.844	161.942	161.570	161.896	8742	0	1
2022.03.29	10:00:00	161.893	162.301	161.683	161.768	10260	0	0
2022.03.29	11:00:00	161.767	162.040	161.489	161.579	9677	0	1
2022.03.29	12:00:00	161.579	162.076	161.508	161.922	11186	0	2
2022.03.29	13:00:00	161.920	161.991	161.602	161.748	8336	0	0
2022.03.29	14:00:00	161.748	162.624	161.551	162.244	12342	0	0
2022.03.29	15:00:00	162.248	162.357	161.047	161.496	18705	0	0
2022.03.29	16:00:00	161.496	161.591	160.464	160.588	16795	0	0
2022.03.29	17:00:00	160.578	161.306	160.270	161.191	16287	0	1
2022.03.29	18:00:00	161.191	161.370	160.935	160.951	11053	0	0
2022.03.29	19:00:00	160.951	160.990	160.399	160.505	7601	0	1
2022.03.29	20:00:00	160.503	160.581	160.253	160.571	6187	0	5
2022.03.29	21:00:00	160.571	160.971	160.532	160.966	5656	0	3
2022.03.29	22:00:00	160.966	161.048	160.919	160.948	5354	0	5
2022.03.29	23:00:00	160.942	160.958	160.855	160.871	1897	0	11
2022.03.30	00:00:00	160.870	160.924	160.635	160.916	538	0	41
2022.03.30	01:00:00	160.911	161.121	160.886	161.066	2721	0	16
2022.03.30	02:00:00	161.065	161.363	160.923	161.209	3796	0	8
2022.03.30	03:00:00	161.203	161.205	160.350	160.430	12307	0	0
2022.03.30	04:00:00	160.431	160.495	159.845	160.202	13581	0	1
2022.03.30	05:00:00	160.200	160.209	159.590	159.762	10939	0	7
2022.03.30	06:00:00	159.764	159.816	159.039	159.457	10221	0	8
2022.03.30	07:00:00	159.458	159.707	159.305	159.691	6230	0	7
2022.03.30	08:00:00	159.690	160.068	159.622	160.068	5310	0	4
2022.03.30	09:00:00	160.068	160.113	159.647	160.015	8530	0	3
2022.03.30	10:00:00	160.013	160.043	159.470	159.983	12413	0	2
2022.03.30	11:00:00	159.984	159.993	159.583	159.805	10399	0	0
2022.03.30	12:00:00	159.806	160.411	159.754	160.287	8634	0	2
2022.03.30	13:00:00	160.288	160.490	159.891	160.224	10255	0	1
2022.03.30	14:00:00	160.224	160.327	160.029	160.179	8742	0	0
2022.03.30	15:00:00	160.179	160.415	160.107	160.338	11227	0	0
2022.03.30	16:00:00	160.340	160.851	160.097	160.592	14170	0	0
2022.03.30	17:00:00	160.590	160.765	160.339	160.718	12956	0	0
2022.03.30	18:00:00	160.717	160.813	160.309	160.367	9320	0	0
2022.03.30	19:00:00	160.367	160.421	160.170	160.216	5806	0	1
2022.03.30	20:00:00	160.215	160.243	160.028	160.061	4688	0	5
2022.03.30	21:00:00	160.061	160.077	159.933	159.940	4631	0	1
2022.03.30	22:00:00	159.944	160.081	159.927	159.991	5636	0	3
2022.03.30	23:00:00	159.993	160.042	159.978	160.006	2462	0	6
2022.03.31	00:00:00	159.995	160.058	159.803	160.050	478	0	46
2022.03.31	01:00:00	160.050	160.213	160.023	160.169	2816	0	19
2022.03.31	02:00:00	160.169	160.434	160.162	160.294	3386	0	12
2022.03.31	03:00:00	160.297	160.832	160.143	160.702	12226	0	1
2022.03.31	04:00:00	160.700	160.883	160.355	160.422	9368	0	10
2022.03.31	05:00:00	160.422	160.425	160.176	160.291	5994	0	8
2022.03.31	06:00:00	160.294	160.513	160.251	160.450	5534	0	4
2022.03.31	07:00:00	160.450	160.459	160.193	160.296	6298	0	6
2022.03.31	08:00:00	160.296	160.352	160.141	160.230	7569	0	4
2022.03.31	09:00:00	160.230	160.247	159.642	159.678	11666	0	3
2022.03.31	10:00:00	159.680	159.911	159.443	159.774	11486	0	0
2022.03.31	11:00:00	159.774	160.322	159.770	160.304	12208	0	1
2022.03.31	12:00:00	160.305	160.320	159.935	160.004	9757	0	2
2022.03.31	13:00:00	160.005	160.106	159.619	159.625	7657	0	2
2022.03.31	14:00:00	159.625	160.006	159.516	159.644	8998	0	1
2022.03.31	15:00:00	159.644	159.967	159.549	159.792	10083	0	0
2022.03.31	16:00:00	159.793	159.939	159.476	159.582	14224	0	0
2022.03.31	17:00:00	159.582	159.923	159.438	159.747	15719	0	0
2022.03.31	18:00:00	159.750	159.877	159.567	159.669	11232	0	0
2022.03.31	19:00:00	159.667	159.851	159.665	159.700	6190	0	5
2022.03.31	20:00:00	159.700	159.863	159.687	159.763	5481	0	6
2022.03.31	21:00:00	159.762	159.768	159.610	159.719	5629	0	4
2022.03.31	22:00:00	159.719	159.940	159.695	159.901	6300	0	1
2022.03.31	23:00:00	159.901	160.010	159.880	159.927	3180	0	4
2022.04.01	00:00:00	159.711	159.934	159.711	159.844	1876	0	57
2022.04.01	01:00:00	159.830	160.085	159.816	160.053	6080	0	20
2022.04.01	02:00:00	160.052	160.198	160.027	160.033	1920	0	8
2022.04.01	03:00:00	160.033	160.527	160.007	160.419	6896	0	4
2022.04.01	04:00:00	160.419	160.750	160.368	160.689	6910	0	6
2022.04.01	05:00:00	160.689	161.018	160.604	160.972	6189	0	2
2022.04.01	06:00:00	160.973	161.182	160.879	161.058	4900	0	4
2022.04.01	07:00:00	161.058	161.062	160.775	160.977	5194	0	5
2022.04.01	08:00:00	160.978	161.056	160.721	160.741	4599	0	2
2022.04.01	09:00:00	160.741	160.765	160.461	160.718	8079	0	3
2022.04.01	10:00:00	160.717	160.954	160.591	160.929	9089	0	2
2022.04.01	11:00:00	160.924	161.044	160.737	160.912	8566	0	0
2022.04.01	12:00:00	160.913	160.915	160.622	160.755	8277	0	0
2022.04.01	13:00:00	160.755	160.919	160.707	160.891	6058	0	3
2022.04.01	14:00:00	160.891	160.952	160.759	160.785	5699	0	1
2022.04.01	15:00:00	160.788	161.076	160.754	161.010	11627	0	0
2022.04.01	16:00:00	161.011	161.092	160.795	161.037	12216	0	0
2022.04.01	17:00:00	161.037	161.129	160.808	161.010	12748	0	0
2022.04.01	18:00:00	161.010	161.089	160.676	160.758	9208	0	1
2022.04.01	19:00:00	160.757	160.811	160.572	160.617	4832	0	5
2022.04.01	20:00:00	160.609	160.626	160.381	160.507	4310	0	2
2022.04.01	21:00:00	160.507	160.751	160.492	160.701	4310	0	7
2022.04.01	22:00:00	160.702	160.733	160.511	160.688	4838	0	10
2022.04.01	23:00:00	160.687	160.704	160.572	160.681	1856	0	14
2022.04.04	00:00:00	160.410	160.706	160.410	160.627	487	0	21
2022.04.04	01:00:00	160.608	160.834	160.591	160.724	3334	0	30
2022.04.04	02:00:00	160.723	160.761	160.609	160.696	2522	0	13
2022.04.04	03:00:00	160.699	160.712	160.273	160.502	7670	0	6
2022.04.04	04:00:00	160.499	160.752	160.473	160.729	5816	0	4
2022.04.04	05:00:00	160.728	160.888	160.691	160.840	4381	0	4
2022.04.04	06:00:00	160.840	161.010	160.788	160.956	3720	0	5
2022.04.04	07:00:00	160.953	161.012	160.765	160.812	3217	0	3
2022.04.04	08:00:00	160.811	161.061	160.762	161.031	4807	0	6
2022.04.04	09:00:00	161.031	161.175	160.968	160.989	6636	0	4
2022.04.04	10:00:00	160.991	161.057	160.836	161.009	7301	0	2
2022.04.04	11:00:00	161.009	161.010	160.750	160.821	8502	0	0
2022.04.04	12:00:00	160.821	160.914	160.766	160.784	6413	0	2
2022.04.04	13:00:00	160.782	160.913	160.752	160.805	5935	0	0
2022.04.04	14:00:00	160.807	160.895	160.757	160.801	6852	0	1
2022.04.04	15:00:00	160.800	161.060	160.716	160.737	7706	0	0
2022.04.04	16:00:00	160.737	161.026	160.719	161.014	9206	0	0
2022.04.04	17:00:00	161.013	161.302	160.953	160.958	10834	0	0
2022.04.04	18:00:00	160.961	161.055	160.891	160.953	6855	0	1
2022.04.04	19:00:00	160.953	160.981	160.821	160.839	5374	0	0
2022.04.04	20:00:00	160.838	160.871	160.740	160.851	5167	0	1
2022.04.04	21:00:00	160.851	161.090	160.804	161.060	4626	0	1
2022.04.04	22:00:00	161.060	161.089	160.979	161.000	4343	0	6
2022.04.04	23:00:00	161.000	161.035	160.954	161.035	1963	0	10
2022.04.05	00:00:00	161.025	161.030	160.866	161.008	387	0	46
2022.04.05	01:00:00	161.009	161.059	160.919	160.943	1521	0	16
2022.04.05	02:00:00	160.943	161.043	160.943	161.014	1180	0	12
2022.04.05	03:00:00	161.012	161.085	160.495	160.691	7738	0	3
2022.04.05	04:00:00	160.690	160.844	160.606	160.751	5450	0	3
2022.04.05	05:00:00	160.751	160.817	160.696	160.755	3138	0	9
2022.04.05	06:00:00	160.756	160.757	160.643	160.665	2478	0	6
2022.04.05	07:00:00	160.664	160.901	160.602	160.781	4744	0	3
2022.04.05	08:00:00	160.782	160.841	160.726	160.832	4872	0	4
2022.04.05	09:00:00	160.833	161.039	160.784	161.016	5234	0	1
2022.04.05	10:00:00	161.015	161.494	160.998	161.321	9273	0	0
2022.04.05	11:00:00	161.321	161.413	161.093	161.142	7306	0	1
2022.04.05	12:00:00	161.144	161.404	161.084	161.399	6064	0	2
2022.04.05	13:00:00	161.405	161.464	161.267	161.307	7374	0	1
2022.04.05	14:00:00	161.306	161.464	161.255	161.452	7142	0	1
2022.04.05	15:00:00	161.452	161.493	161.220	161.349	8445	0	0
2022.04.05	16:00:00	161.349	161.763	161.261	161.667	8687	0	0
2022.04.05	17:00:00	161.664	161.972	161.526	161.900	16289	0	0
