<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.09	20:00:00	143.033	143.035	142.882	142.894	2987	0	7
2020.01.09	21:00:00	142.894	143.002	142.886	142.992	1454	0	8
2020.01.09	22:00:00	142.992	143.116	142.976	143.077	1353	0	6
2020.01.09	23:00:00	143.078	143.115	143.040	143.086	713	0	9
2020.01.10	00:00:00	143.088	143.139	143.015	143.069	1015	0	15
2020.01.10	01:00:00	143.069	143.148	143.043	143.102	1101	0	6
2020.01.10	02:00:00	143.102	143.227	143.041	143.075	2369	0	7
2020.01.10	03:00:00	143.075	143.135	143.034	143.099	1584	0	8
2020.01.10	04:00:00	143.099	143.124	143.032	143.113	1364	0	9
2020.01.10	05:00:00	143.117	143.149	143.094	143.135	1180	0	11
2020.01.10	06:00:00	143.135	143.293	143.119	143.248	1238	0	12
2020.01.10	07:00:00	143.248	143.398	143.202	143.335	1190	0	8
2020.01.10	08:00:00	143.333	143.441	143.313	143.360	1299	0	6
2020.01.10	09:00:00	143.362	143.393	143.050	143.098	2290	0	7
2020.01.10	10:00:00	143.098	143.222	142.970	143.180	3386	0	6
2020.01.10	11:00:00	143.180	143.458	143.078	143.277	4478	0	6
2020.01.10	12:00:00	143.277	143.335	143.088	143.116	3330	0	7
2020.01.10	13:00:00	143.116	143.379	143.096	143.311	2953	0	6
2020.01.10	14:00:00	143.309	143.491	143.297	143.451	2913	0	6
2020.01.10	15:00:00	143.447	143.484	143.223	143.305	5351	0	6
2020.01.10	16:00:00	143.305	143.371	143.058	143.183	4982	0	6
2020.01.10	17:00:00	143.183	143.332	143.047	143.088	4862	0	6
2020.01.10	18:00:00	143.095	143.107	142.887	142.994	3726	0	6
2020.01.10	19:00:00	142.994	143.057	142.888	142.996	2387	0	7
2020.01.10	20:00:00	142.998	143.058	142.989	142.998	1408	0	7
2020.01.10	21:00:00	143.000	143.068	142.983	143.055	1323	0	8
2020.01.10	22:00:00	143.055	143.061	142.958	142.971	3062	0	7
2020.01.10	23:00:00	142.967	143.053	142.912	143.048	2100	0	6
2020.01.13	00:00:00	142.777	142.847	142.730	142.768	2002	0	27
2020.01.13	01:00:00	142.768	142.933	142.763	142.893	1006	0	6
2020.01.13	02:00:00	142.893	142.903	142.825	142.864	1118	0	8
2020.01.13	03:00:00	142.864	142.913	142.834	142.906	1426	0	6
2020.01.13	04:00:00	142.906	142.946	142.839	142.891	1128	0	9
2020.01.13	05:00:00	142.891	142.931	142.846	142.922	1325	0	9
2020.01.13	06:00:00	142.922	142.964	142.895	142.909	967	0	8
2020.01.13	07:00:00	142.909	142.910	142.800	142.884	1299	0	8
2020.01.13	08:00:00	142.884	142.891	142.763	142.808	1274	0	10
2020.01.13	09:00:00	142.803	142.811	142.475	142.526	3486	0	7
2020.01.13	10:00:00	142.526	142.659	142.377	142.606	3877	0	7
2020.01.13	11:00:00	142.608	142.823	142.361	142.496	5124	0	7
2020.01.13	12:00:00	142.496	142.764	142.361	142.685	3479	0	6
2020.01.13	13:00:00	142.685	142.727	142.415	142.415	3174	0	6
2020.01.13	14:00:00	142.415	142.643	142.382	142.589	3145	0	7
2020.01.13	15:00:00	142.589	142.712	142.509	142.625	3605	0	7
2020.01.13	16:00:00	142.624	142.834	142.582	142.791	5006	0	7
2020.01.13	17:00:00	142.785	142.800	142.628	142.656	4419	0	7
2020.01.13	18:00:00	142.656	142.800	142.589	142.730	3380	0	7
2020.01.13	19:00:00	142.729	142.865	142.678	142.837	2118	0	7
2020.01.13	20:00:00	142.837	142.858	142.784	142.846	1752	0	8
2020.01.13	21:00:00	142.845	142.904	142.823	142.874	1462	0	9
2020.01.13	22:00:00	142.875	142.902	142.838	142.844	1939	0	7
2020.01.13	23:00:00	142.844	142.850	142.759	142.783	1191	0	7
2020.01.14	00:00:00	142.782	142.828	142.695	142.787	1570	0	47
2020.01.14	01:00:00	142.787	142.887	142.764	142.856	1302	0	8
2020.01.14	02:00:00	142.855	143.199	142.845	143.136	2914	0	7
2020.01.14	03:00:00	143.136	143.208	142.866	142.987	3049	0	7
2020.01.14	04:00:00	142.987	143.106	142.897	143.083	1941	0	9
2020.01.14	05:00:00	143.082	143.104	142.975	142.990	1935	0	7
2020.01.14	06:00:00	142.990	143.048	142.979	143.025	1282	0	11
2020.01.14	07:00:00	143.024	143.062	142.936	142.945	1193	0	7
2020.01.14	08:00:00	142.953	143.062	142.930	143.009	1618	0	9
2020.01.14	09:00:00	143.010	143.010	142.664	142.733	3642	0	7
2020.01.14	10:00:00	142.740	142.761	142.448	142.646	4649	0	7
2020.01.14	11:00:00	142.644	142.747	142.565	142.713	2931	0	6
2020.01.14	12:00:00	142.713	142.910	142.648	142.892	2567	0	6
2020.01.14	13:00:00	142.892	143.110	142.747	142.947	4243	0	6
2020.01.14	14:00:00	142.947	142.977	142.753	142.797	3536	0	6
2020.01.14	15:00:00	142.797	142.949	142.753	142.897	4883	0	7
2020.01.14	16:00:00	142.895	143.028	142.865	142.978	5661	0	7
2020.01.14	17:00:00	142.977	143.171	142.931	143.171	6022	0	6
2020.01.14	18:00:00	143.171	143.282	143.113	143.233	3539	0	6
2020.01.14	19:00:00	143.233	143.379	143.191	143.354	2323	0	7
2020.01.14	20:00:00	143.355	143.428	143.075	143.230	3540	0	6
2020.01.14	21:00:00	143.227	143.419	143.186	143.282	3211	0	8
2020.01.14	22:00:00	143.284	143.288	143.161	143.167	2185	0	10
2020.01.14	23:00:00	143.167	143.220	143.160	143.160	1106	0	8
2020.01.15	00:00:00	143.129	143.214	143.111	143.205	997	0	41
2020.01.15	01:00:00	143.205	143.208	142.994	143.036	1401	0	6
2020.01.15	02:00:00	143.036	143.197	143.034	143.078	2355	0	9
2020.01.15	03:00:00	143.078	143.195	143.070	143.189	1763	0	11
2020.01.15	04:00:00	143.188	143.200	143.072	143.145	1432	0	8
2020.01.15	05:00:00	143.145	143.180	143.090	143.127	1258	0	10
2020.01.15	06:00:00	143.135	143.173	143.120	143.159	1345	0	11
2020.01.15	07:00:00	143.159	143.267	143.142	143.244	1249	0	10
2020.01.15	08:00:00	143.244	143.382	143.202	143.280	1718	0	9
2020.01.15	09:00:00	143.275	143.311	143.087	143.106	2276	0	7
2020.01.15	10:00:00	143.106	143.129	142.917	143.073	4307	0	7
2020.01.15	11:00:00	143.073	143.117	142.652	142.729	4186	0	6
2020.01.15	12:00:00	142.729	142.929	142.679	142.919	2812	0	7
2020.01.15	13:00:00	142.913	143.124	142.836	142.961	3608	0	7
2020.01.15	14:00:00	142.958	142.984	142.811	142.893	2670	0	7
2020.01.15	15:00:00	142.893	142.952	142.784	142.870	4549	0	6
2020.01.15	16:00:00	142.871	143.261	142.839	143.256	5588	0	6
2020.01.15	17:00:00	143.255	143.257	143.037	143.225	4775	0	6
2020.01.15	18:00:00	143.225	143.276	143.127	143.229	3783	0	6
2020.01.15	19:00:00	143.228	143.326	143.186	143.212	3097	0	6
2020.01.15	20:00:00	143.212	143.283	143.117	143.151	2608	0	6
2020.01.15	21:00:00	143.151	143.220	143.136	143.165	2411	0	9
2020.01.15	22:00:00	143.162	143.201	143.061	143.186	2083	0	6
2020.01.15	23:00:00	143.182	143.300	143.152	143.271	1010	0	6
2020.01.16	00:00:00	143.268	143.453	143.191	143.338	1223	0	18
2020.01.16	01:00:00	143.338	143.373	143.245	143.279	3051	0	6
2020.01.16	02:00:00	143.280	143.488	143.260	143.354	2393	0	6
2020.01.16	03:00:00	143.354	143.391	143.303	143.385	1601	0	8
2020.01.16	04:00:00	143.386	143.414	143.347	143.396	1245	0	9
2020.01.16	05:00:00	143.396	143.460	143.381	143.427	1226	0	9
2020.01.16	06:00:00	143.427	143.475	143.400	143.423	1049	0	9
2020.01.16	07:00:00	143.423	143.482	143.420	143.454	1020	0	8
2020.01.16	08:00:00	143.454	143.457	143.302	143.398	1316	0	7
2020.01.16	09:00:00	143.391	143.491	143.317	143.367	2375	0	8
2020.01.16	10:00:00	143.367	143.756	143.233	143.601	4735	0	6
2020.01.16	11:00:00	143.601	143.691	143.513	143.585	3554	0	6
2020.01.16	12:00:00	143.586	143.692	143.509	143.661	3081	0	9
2020.01.16	13:00:00	143.661	143.682	143.524	143.624	2472	0	7
2020.01.16	14:00:00	143.624	143.786	143.590	143.678	2916	0	6
2020.01.16	15:00:00	143.677	143.741	143.497	143.556	4474	0	8
2020.01.16	16:00:00	143.556	143.722	143.532	143.629	4991	0	6
2020.01.16	17:00:00	143.630	143.925	143.402	143.844	6012	0	6
2020.01.16	18:00:00	143.843	144.108	143.792	144.049	4906	0	6
2020.01.16	19:00:00	144.049	144.133	143.935	144.005	2531	0	6
2020.01.16	20:00:00	144.005	144.059	143.864	143.888	1943	0	8
2020.01.16	21:00:00	143.887	143.917	143.871	143.904	1935	0	7
2020.01.16	22:00:00	143.905	144.019	143.900	144.007	1579	0	6
2020.01.16	23:00:00	144.002	144.095	143.987	144.041	832	0	6
2020.01.17	00:00:00	144.041	144.057	143.927	144.056	1234	0	25
2020.01.17	01:00:00	144.055	144.168	144.045	144.070	1540	0	8
2020.01.17	02:00:00	144.070	144.171	144.025	144.170	2195	0	8
2020.01.17	03:00:00	144.170	144.170	143.894	143.971	2109	0	7
2020.01.17	04:00:00	143.970	144.127	143.970	144.084	2367	0	7
2020.01.17	05:00:00	144.080	144.108	144.050	144.095	865	0	10
2020.01.17	06:00:00	144.095	144.104	144.017	144.017	828	0	10
2020.01.17	07:00:00	144.017	144.092	144.000	144.070	1023	0	10
2020.01.17	08:00:00	144.071	144.295	144.054	144.277	1867	0	7
2020.01.17	09:00:00	144.277	144.295	144.108	144.170	2353	0	8
2020.01.17	10:00:00	144.170	144.382	144.109	144.256	3703	0	6
2020.01.17	11:00:00	144.256	144.526	143.665	143.834	6043	0	6
2020.01.17	12:00:00	143.830	143.978	143.606	143.644	3492	0	6
2020.01.17	13:00:00	143.644	143.645	143.484	143.591	3407	0	6
2020.01.17	14:00:00	143.591	143.836	143.548	143.698	3935	0	6
2020.01.17	15:00:00	143.696	143.843	143.647	143.737	3757	0	7
2020.01.17	16:00:00	143.739	143.788	143.443	143.548	3900	0	6
2020.01.17	17:00:00	143.537	143.568	143.368	143.543	5184	0	6
2020.01.17	18:00:00	143.545	143.598	143.420	143.518	3067	0	6
2020.01.17	19:00:00	143.518	143.540	143.381	143.442	1714	0	7
2020.01.17	20:00:00	143.441	143.459	143.358	143.371	1490	0	8
2020.01.17	21:00:00	143.373	143.413	143.295	143.376	1503	0	7
2020.01.17	22:00:00	143.376	143.403	143.331	143.361	2470	0	8
2020.01.17	23:00:00	143.361	143.361	143.284	143.310	3773	0	6
2020.01.20	00:00:00	143.111	143.266	143.109	143.171	1253	0	21
2020.01.20	01:00:00	143.171	143.324	143.171	143.297	1382	0	8
2020.01.20	02:00:00	143.296	143.351	143.208	143.225	1380	0	6
2020.01.20	03:00:00	143.226	143.283	143.207	143.248	1092	0	9
2020.01.20	04:00:00	143.248	143.291	143.238	143.271	1019	0	12
2020.01.20	05:00:00	143.271	143.299	143.238	143.281	824	0	10
2020.01.20	06:00:00	143.281	143.291	143.236	143.251	793	0	10
2020.01.20	07:00:00	143.251	143.275	143.159	143.166	774	0	10
2020.01.20	08:00:00	143.166	143.205	143.068	143.176	1027	0	7
2020.01.20	09:00:00	143.176	143.238	142.876	142.903	2156	0	7
2020.01.20	10:00:00	142.903	143.044	142.862	142.906	2719	0	6
2020.01.20	11:00:00	142.906	143.041	142.799	143.039	2517	0	7
2020.01.20	12:00:00	143.039	143.115	142.957	143.067	1831	0	6
2020.01.20	13:00:00	143.067	143.272	143.044	143.210	2024	0	6
2020.01.20	14:00:00	143.209	143.209	143.085	143.138	1706	0	9
2020.01.20	15:00:00	143.139	143.324	143.101	143.244	2277	0	8
2020.01.20	16:00:00	143.246	143.247	143.131	143.199	1658	0	8
2020.01.20	17:00:00	143.199	143.212	143.031	143.159	2114	0	8
2020.01.20	18:00:00	143.164	143.215	143.148	143.180	1547	0	7
2020.01.20	19:00:00	143.180	143.254	143.176	143.228	715	0	6
2020.01.20	20:00:00	143.228	143.228	143.182	143.196	586	0	13
2020.01.20	21:00:00	143.196	143.252	143.178	143.226	759	0	8
2020.01.20	22:00:00	143.226	143.287	143.216	143.273	1152	0	7
2020.01.20	23:00:00	143.273	143.357	143.247	143.317	3025	0	9
2020.01.21	00:00:00	143.316	143.336	143.274	143.302	711	0	23
2020.01.21	01:00:00	143.302	143.316	143.233	143.264	1152	0	8
2020.01.21	02:00:00	143.264	143.294	143.220	143.251	1369	0	8
2020.01.21	03:00:00	143.250	143.253	142.856	142.933	3659	0	8
2020.01.21	04:00:00	142.933	143.053	142.863	143.016	1965	0	7
2020.01.21	05:00:00	143.016	143.141	143.001	143.104	1654	0	8
2020.01.21	06:00:00	143.103	143.118	143.027	143.104	1010	0	9
2020.01.21	07:00:00	143.102	143.220	143.048	143.048	1228	0	8
2020.01.21	08:00:00	143.048	143.121	142.921	142.934	1962	0	7
2020.01.21	09:00:00	142.934	143.086	142.899	143.036	3312	0	6
2020.01.21	10:00:00	143.037	143.174	142.890	143.082	4370	0	6
2020.01.21	11:00:00	143.082	143.438	143.019	143.370	4047	0	6
2020.01.21	12:00:00	143.370	143.510	143.347	143.408	3088	0	7
2020.01.21	13:00:00	143.409	143.746	143.409	143.715	3636	0	6
2020.01.21	14:00:00	143.712	143.787	143.562	143.592	2813	0	6
2020.01.21	15:00:00	143.589	143.968	143.587	143.883	4297	0	6
2020.01.21	16:00:00	143.883	143.935	143.648	143.670	3435	0	6
2020.01.21	17:00:00	143.667	143.702	143.402	143.508	4429	0	7
2020.01.21	18:00:00	143.508	143.583	143.353	143.441	3036	0	6
2020.01.21	19:00:00	143.446	143.480	143.383	143.392	1780	0	6
2020.01.21	20:00:00	143.392	143.495	143.319	143.335	3279	0	7
2020.01.21	21:00:00	143.335	143.360	143.250	143.270	2345	0	10
2020.01.21	22:00:00	143.269	143.328	143.216	143.234	2537	0	6
2020.01.21	23:00:00	143.234	143.396	143.184	143.341	3787	0	8
2020.01.22	00:00:00	143.294	143.334	143.251	143.309	1111	0	42
2020.01.22	01:00:00	143.309	143.404	143.292	143.379	1141	0	11
2020.01.22	02:00:00	143.381	143.506	143.367	143.415	1999	0	8
2020.01.22	03:00:00	143.414	143.506	143.327	143.398	2240	0	10
2020.01.22	04:00:00	143.398	143.605	143.388	143.523	2916	0	7
2020.01.22	05:00:00	143.523	143.541	143.413	143.446	1462	0	7
2020.01.22	06:00:00	143.446	143.487	143.417	143.478	739	0	8
2020.01.22	07:00:00	143.477	143.730	143.477	143.680	1689	0	7
2020.01.22	08:00:00	143.682	143.798	143.599	143.749	1765	0	8
2020.01.22	09:00:00	143.750	143.751	143.526	143.609	2271	0	6
2020.01.22	10:00:00	143.609	143.609	143.385	143.541	3405	0	6
2020.01.22	11:00:00	143.541	143.638	143.374	143.617	2839	0	7
2020.01.22	12:00:00	143.622	143.693	143.566	143.631	2834	0	7
2020.01.22	13:00:00	143.631	144.103	143.619	144.032	5045	0	6
2020.01.22	14:00:00	144.032	144.353	144.032	144.288	4193	0	6
2020.01.22	15:00:00	144.288	144.449	144.266	144.365	4322	0	6
2020.01.22	16:00:00	144.365	144.606	144.253	144.253	4477	0	7
2020.01.22	17:00:00	144.253	144.511	144.159	144.425	5270	0	6
2020.01.22	18:00:00	144.425	144.457	144.306	144.381	3856	0	6
2020.01.22	19:00:00	144.382	144.413	144.231	144.238	2188	0	6
2020.01.22	20:00:00	144.238	144.239	144.163	144.183	1646	0	6
2020.01.22	21:00:00	144.183	144.348	144.180	144.322	2275	0	6
2020.01.22	22:00:00	144.321	144.337	144.271	144.310	2129	0	7
2020.01.22	23:00:00	144.310	144.357	144.283	144.302	3184	0	6
2020.01.23	00:00:00	144.300	144.406	144.279	144.297	647	0	24
2020.01.23	01:00:00	144.297	144.320	144.113	144.230	1614	0	8
2020.01.23	02:00:00	144.230	144.303	144.133	144.138	3055	0	9
2020.01.23	03:00:00	144.138	144.161	143.997	144.033	2518	0	6
2020.01.23	04:00:00	144.033	144.067	144.011	144.025	1429	0	8
2020.01.23	05:00:00	144.025	144.057	143.927	143.928	1309	0	8
2020.01.23	06:00:00	143.928	143.928	143.838	143.896	1712	0	7
2020.01.23	07:00:00	143.896	143.905	143.752	143.795	3059	0	8
2020.01.23	08:00:00	143.795	143.921	143.655	143.902	2639	0	8
2020.01.23	09:00:00	143.902	144.096	143.833	144.085	3336	0	7
2020.01.23	10:00:00	144.084	144.084	143.706	143.780	3914	0	7
2020.01.23	11:00:00	143.780	143.868	143.708	143.830	2998	0	8
2020.01.23	12:00:00	143.830	143.997	143.731	143.880	2212	0	9
2020.01.23	13:00:00	143.880	143.925	143.782	143.895	2511	0	7
2020.01.23	14:00:00	143.897	143.962	143.786	143.817	2319	0	8
2020.01.23	15:00:00	143.815	143.963	143.719	143.786	5427	0	7
2020.01.23	16:00:00	143.786	143.883	143.384	143.486	6522	0	6
2020.01.23	17:00:00	143.486	143.524	143.204	143.492	4941	0	6
2020.01.23	18:00:00	143.494	143.498	143.212	143.347	3867	0	6
2020.01.23	19:00:00	143.350	143.403	143.308	143.367	2971	0	6
2020.01.23	20:00:00	143.365	143.442	143.302	143.437	2233	0	6
2020.01.23	21:00:00	143.437	143.678	143.424	143.660	2178	0	8
2020.01.23	22:00:00	143.660	143.673	143.585	143.649	1590	0	6
2020.01.23	23:00:00	143.649	143.732	143.640	143.645	1538	0	9
2020.01.24	00:00:00	143.645	143.702	143.559	143.683	1423	0	51
2020.01.24	01:00:00	143.683	143.761	143.650	143.733	1029	0	11
2020.01.24	02:00:00	143.734	143.748	143.598	143.662	1884	0	9
2020.01.24	03:00:00	143.662	143.675	143.538	143.579	1755	0	6
2020.01.24	04:00:00	143.579	143.653	143.546	143.636	1188	0	8
2020.01.24	05:00:00	143.636	143.663	143.611	143.652	694	0	14
2020.01.24	06:00:00	143.652	143.766	143.651	143.718	874	0	9
2020.01.24	07:00:00	143.718	143.755	143.662	143.752	1110	0	11
2020.01.24	08:00:00	143.752	143.894	143.731	143.854	1282	0	7
2020.01.24	09:00:00	143.854	143.854	143.655	143.785	2457	0	9
2020.01.24	10:00:00	143.783	144.078	143.717	144.036	4213	0	7
2020.01.24	11:00:00	144.039	144.401	143.359	143.458	6318	0	6
2020.01.24	12:00:00	143.461	143.626	143.333	143.519	4311	0	7
2020.01.24	13:00:00	143.519	143.554	143.349	143.462	4567	0	7
2020.01.24	14:00:00	143.462	143.511	143.375	143.416	2367	0	7
2020.01.24	15:00:00	143.413	143.516	143.370	143.484	3566	0	6
2020.01.24	16:00:00	143.484	143.540	143.352	143.380	3991	0	6
2020.01.24	17:00:00	143.382	143.382	142.796	142.996	5253	0	6
2020.01.24	18:00:00	143.003	143.032	142.845	142.880	4004	0	6
2020.01.24	19:00:00	142.873	142.995	142.782	142.974	3692	0	6
2020.01.24	20:00:00	142.974	143.007	142.852	142.864	3066	0	7
2020.01.24	21:00:00	142.864	142.931	142.711	142.899	3363	0	6
2020.01.24	22:00:00	142.897	142.980	142.854	142.889	3311	0	10
2020.01.24	23:00:00	142.889	142.927	142.805	142.826	2402	0	7
2020.01.27	00:00:00	142.404	142.545	142.332	142.392	2035	0	17
2020.01.27	01:00:00	142.392	142.429	142.052	142.103	4852	0	7
2020.01.27	02:00:00	142.103	142.497	142.096	142.479	3891	0	9
2020.01.27	03:00:00	142.479	142.494	142.338	142.402	2104	0	8
2020.01.27	04:00:00	142.402	142.406	142.136	142.231	1901	0	8
2020.01.27	05:00:00	142.231	142.412	142.231	142.372	1789	0	7
2020.01.27	06:00:00	142.372	142.525	142.313	142.467	1427	0	8
2020.01.27	07:00:00	142.467	142.506	142.352	142.395	1326	0	8
2020.01.27	08:00:00	142.395	142.512	142.381	142.475	1476	0	8
2020.01.27	09:00:00	142.475	142.664	142.445	142.637	3184	0	6
2020.01.27	10:00:00	142.640	142.744	142.427	142.512	4425	0	6
2020.01.27	11:00:00	142.515	142.649	142.279	142.594	5446	0	7
2020.01.27	12:00:00	142.594	142.665	142.496	142.539	3432	0	8
2020.01.27	13:00:00	142.539	142.601	142.411	142.496	3230	0	7
2020.01.27	14:00:00	142.496	142.503	142.272	142.373	4022	0	7
2020.01.27	15:00:00	142.376	142.500	142.302	142.399	3809	0	7
2020.01.27	16:00:00	142.401	142.510	142.170	142.326	5732	0	7
2020.01.27	17:00:00	142.326	142.373	142.134	142.188	5185	0	7
2020.01.27	18:00:00	142.186	142.308	142.123	142.222	4536	0	6
2020.01.27	19:00:00	142.222	142.380	142.083	142.337	3057	0	8
2020.01.27	20:00:00	142.337	142.401	142.184	142.196	2210	0	8
2020.01.27	21:00:00	142.196	142.245	142.081	142.124	2301	0	7
2020.01.27	22:00:00	142.124	142.229	142.119	142.140	2262	0	7
2020.01.27	23:00:00	142.140	142.200	142.127	142.145	1377	0	6
2020.01.28	00:00:00	142.158	142.209	142.084	142.177	1261	0	36
2020.01.28	01:00:00	142.176	142.280	142.110	142.253	1075	0	7
2020.01.28	02:00:00	142.253	142.307	142.081	142.130	1696	0	10
2020.01.28	03:00:00	142.130	142.450	142.124	142.424	2125	0	6
2020.01.28	04:00:00	142.424	142.432	142.274	142.341	1341	0	8
2020.01.28	05:00:00	142.341	142.341	142.252	142.302	1001	0	11
2020.01.28	06:00:00	142.302	142.343	142.261	142.275	1249	0	12
2020.01.28	07:00:00	142.275	142.388	142.221	142.347	1335	0	10
2020.01.28	08:00:00	142.347	142.349	142.106	142.220	2482	0	7
2020.01.28	09:00:00	142.219	142.228	142.049	142.070	2232	0	7
2020.01.28	10:00:00	142.069	142.069	141.606	141.665	4099	0	6
2020.01.28	11:00:00	141.665	141.834	141.493	141.791	5311	0	7
2020.01.28	12:00:00	141.791	141.833	141.635	141.665	2903	0	8
2020.01.28	13:00:00	141.665	141.728	141.498	141.705	2806	0	7
2020.01.28	14:00:00	141.701	142.028	141.563	141.904	4217	0	6
2020.01.28	15:00:00	141.904	141.951	141.739	141.781	3697	0	6
2020.01.28	16:00:00	141.781	141.802	141.475	141.683	4497	0	6
2020.01.28	17:00:00	141.683	141.876	141.634	141.703	4884	0	6
2020.01.28	18:00:00	141.703	141.868	141.630	141.865	3285	0	7
2020.01.28	19:00:00	141.865	141.919	141.791	141.850	2166	0	8
2020.01.28	20:00:00	141.850	141.893	141.829	141.848	1573	0	6
2020.01.28	21:00:00	141.848	141.977	141.816	141.957	1811	0	6
2020.01.28	22:00:00	141.957	142.081	141.928	142.061	1871	0	6
2020.01.28	23:00:00	142.062	142.205	142.050	142.179	2209	0	7
2020.01.29	00:00:00	142.156	142.347	142.078	142.269	1282	0	13
2020.01.29	01:00:00	142.274	142.274	142.072	142.127	1760	0	7
2020.01.29	02:00:00	142.127	142.208	142.038	142.097	2059	0	7
2020.01.29	03:00:00	142.097	142.224	142.039	142.142	2982	0	11
2020.01.29	04:00:00	142.142	142.163	142.062	142.116	1645	0	8
2020.01.29	05:00:00	142.116	142.202	142.115	142.166	1292	0	10
2020.01.29	06:00:00	142.166	142.174	142.133	142.174	756	0	7
2020.01.29	07:00:00	142.174	142.180	142.075	142.139	1182	0	12
2020.01.29	08:00:00	142.139	142.140	142.054	142.078	1331	0	10
2020.01.29	09:00:00	142.078	142.078	141.837	141.935	2511	0	8
2020.01.29	10:00:00	141.935	142.088	141.818	142.002	3794	0	7
2020.01.29	11:00:00	142.002	142.050	141.852	141.879	3357	0	7
2020.01.29	12:00:00	141.879	141.973	141.868	141.964	2228	0	9
2020.01.29	13:00:00	141.964	141.991	141.852	141.963	2264	0	7
2020.01.29	14:00:00	141.963	142.031	141.889	141.932	2107	0	7
2020.01.29	15:00:00	141.932	142.004	141.770	141.778	3244	0	7
2020.01.29	16:00:00	141.778	141.947	141.773	141.878	3533	0	8
2020.01.29	17:00:00	141.878	141.959	141.704	141.920	5136	0	7
2020.01.29	18:00:00	141.920	142.009	141.856	142.008	2973	0	7
2020.01.29	19:00:00	142.008	142.072	141.943	142.024	1653	0	6
2020.01.29	20:00:00	142.024	142.116	141.995	142.038	1903	0	7
2020.01.29	21:00:00	142.039	142.229	141.988	141.995	2927	0	7
2020.01.29	22:00:00	141.994	142.014	141.872	141.937	3397	0	8
2020.01.29	23:00:00	141.935	141.973	141.881	141.898	1464	0	8
2020.01.30	00:00:00	141.912	141.937	141.686	141.874	4429	0	12
2020.01.30	01:00:00	141.874	141.978	141.846	141.906	1174	0	12
2020.01.30	02:00:00	141.906	141.996	141.831	141.883	2181	0	7
2020.01.30	03:00:00	141.883	141.955	141.810	141.840	2125	0	12
2020.01.30	04:00:00	141.838	141.855	141.717	141.750	2466	0	7
2020.01.30	05:00:00	141.750	141.803	141.675	141.718	2190	0	9
2020.01.30	06:00:00	141.718	141.785	141.627	141.737	1157	0	8
2020.01.30	07:00:00	141.737	141.751	141.631	141.747	1514	0	6
2020.01.30	08:00:00	141.747	141.796	141.692	141.692	1172	0	9
2020.01.30	09:00:00	141.692	141.715	141.406	141.515	4030	0	6
2020.01.30	10:00:00	141.515	141.593	141.254	141.450	4653	0	6
2020.01.30	11:00:00	141.450	141.783	141.371	141.742	4039	0	7
2020.01.30	12:00:00	141.745	141.898	141.688	141.692	3239	0	6
2020.01.30	13:00:00	141.692	142.291	141.632	142.250	3527	0	6
2020.01.30	14:00:00	142.192	142.521	142.140	142.373	7295	0	6
2020.01.30	15:00:00	142.374	142.706	142.343	142.633	7083	0	6
2020.01.30	16:00:00	142.631	142.654	142.406	142.446	5346	0	6
2020.01.30	17:00:00	142.446	142.575	142.289	142.355	5291	0	6
2020.01.30	18:00:00	142.355	142.598	142.344	142.519	4643	0	7
2020.01.30	19:00:00	142.519	142.525	142.168	142.212	3686	0	7
2020.01.30	20:00:00	142.212	142.276	142.109	142.129	2881	0	6
2020.01.30	21:00:00	142.129	142.407	142.083	142.297	5597	0	6
2020.01.30	22:00:00	142.299	142.603	142.270	142.595	5582	0	8
2020.01.30	23:00:00	142.597	142.699	142.563	142.642	1770	0	11
2020.01.31	00:00:00	142.642	142.644	142.486	142.575	1431	0	17
2020.01.31	01:00:00	142.574	142.586	142.456	142.476	2016	0	7
2020.01.31	02:00:00	142.478	142.890	142.476	142.865	2376	0	6
2020.01.31	03:00:00	142.864	142.999	142.750	142.818	2802	0	6
2020.01.31	04:00:00	142.818	142.959	142.808	142.821	2146	0	10
2020.01.31	05:00:00	142.822	142.911	142.762	142.821	1711	0	8
2020.01.31	06:00:00	142.821	142.877	142.781	142.877	1444	0	8
2020.01.31	07:00:00	142.876	142.912	142.814	142.842	1212	0	10
2020.01.31	08:00:00	142.842	142.885	142.771	142.837	1330	0	9
2020.01.31	09:00:00	142.837	143.166	142.802	143.166	3126	0	7
2020.01.31	10:00:00	143.166	143.283	143.083	143.242	3990	0	7
2020.01.31	11:00:00	143.242	143.259	142.799	142.929	3943	0	7
2020.01.31	12:00:00	142.934	142.984	142.674	142.744	3482	0	6
2020.01.31	13:00:00	142.742	142.981	142.728	142.966	3220	0	7
2020.01.31	14:00:00	142.965	143.053	142.904	142.976	3240	0	7
2020.01.31	15:00:00	142.976	143.081	142.896	143.071	4121	0	7
2020.01.31	16:00:00	143.075	143.167	142.959	142.982	4652	0	7
2020.01.31	17:00:00	142.982	143.081	142.761	142.898	6328	0	6
2020.01.31	18:00:00	142.890	143.162	142.805	143.158	6845	0	6
2020.01.31	19:00:00	143.155	143.159	142.956	143.072	4625	0	6
2020.01.31	20:00:00	143.072	143.104	142.854	142.935	4360	0	6
2020.01.31	21:00:00	142.934	143.122	142.920	143.019	3168	0	7
2020.01.31	22:00:00	143.018	143.104	142.960	143.072	4583	0	7
